
code		taxid		taxname		lineage
1		51511		Ciona savignyi		51511 7718 7717 7716 7713 7712 7711 33511 33213 6072 33208 33154 2759 131567 
1		7950		Clupea harengus		7950 7949 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		30724		Clupea pallasii		30724 7949 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		183540		Cnemotriccus fuscatus		183540 183539 28728 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		457511		Cobitis choii		457511 47718 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		143401		Cobitis sinensis		143401 47718 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		149980		Cobitis striata		149980 47718 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		115425		Cochliomyia hominivorax		115425 66360 54281 43913 7371 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		222863		Coelodonta antiquitatis		222863 222862 9803 9787 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		365059		Coilia nasus		365059 286536 365066 43062 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		52435		Coleonyx variegatus		52435 52434 385255 1329930 8560 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		33548		Colobus guereza		33548 9570 9569 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		391219		Coloconger cadenati		391219 391218 391217 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		129043		Cololabis saira		129043 129042 94935 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		242718		Colpophyllia natans		242718 242717 1328294 46756 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		7943		Conger myriaster		7943 7942 135217 7941 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		492036		Conocara macropterum		492036 492035 134615 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		498928		Coptosoma bifarium		1589673 236473 236385 33358 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		334015		Coreana raphaelis		334015 334014 140315 42300 27544 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		59291		Coregonus lavaretus		59291 27772 504567 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		354116		Coreoleuciscus splendidus		354116 354115 2743716 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		215345		Coreoperca kawamebari		215345 215344 119486 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75140		Corvus frugilegus		75140 30420 28725 192204 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		559164		Corydalus cornutus		559164 50555 85815 50554 50553 85817 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		149983		Corydoras rabauti		149983 36707 31012 1489791 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		137881		Cottus reinii		137881 8098 8092 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		548806		Coturnicops exquisitus		548806 302534 9119 9108 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		46218		Excalfactoria chinensis		46218 2821314 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		93934		Coturnix japonica		93934 9090 466544 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		175798		Cranoglanis bouderius		175798 175799 31008 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		558553		Crassostrea angulata		558553 6564 6563 98302 6562 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		94323		Crassostrea ariakensis		94323 6564 6563 98302 6562 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		298176		Crassostrea hongkongensis		298176 6564 6563 98302 6562 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		94324		Crassostrea sikamea		94324 6564 6563 98302 6562 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6565		Crassostrea virginica		6565 6564 6563 98302 6562 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		10029		Cricetulus griseus		10029 10028 10026 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		184539		Crioceris duodecimpunctata		184539 79504 63716 27439 71528 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		36802		Crocidura russula		36802 36801 183662 9376 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8501		Crocodylus niloticus		8501 8500 8493 1298654 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8502		Crocodylus porosus		8502 8500 8493 1298654 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		68455		Crocodylus siamensis		68455 8500 8493 1298654 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7959		Ctenopharyngodon idella		7959 7958 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		240156		Culaea inconstans		240156 240155 69291 1490020 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		198116		Culicoides arakawae		198116 58270 41820 58262 43801 41819 41828 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		194366		Culter alburnus		194366 172911 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		68730		Cuon alpinus		68730 68729 9608 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		72008		Cuora aurocapitata		72008 72005 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		204965		Cuora flavomarginata		204965 72005 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		260631		Cyclemys atripons		260631 74915 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		154813		Cycleptus elongatus		154813 154812 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		395993		Cydistomyia duplonotata		395993 395992 59855 43921 7205 1262365 43735 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		8868		Cygnus atratus		8868 8867 2068722 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		110926		Cygnus columbianus		110926 8867 2068722 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		186578		Cylindrophis ruffus		186578 186577 305692 34979 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		50794		Cymatogaster aggregata		50794 50792 50791 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		244447		Cynoglossus semilaevis		244447 106173 603456 30947 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		391196		Cynoponticus ferox		391196 391195 7944 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		546486		Contacyphon sp. BT0012		546486 2640770 1569076 110010 71523 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		28791		Cyprinella lutrensis		28791 13476 2743731 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13477		Cyprinella spiloptera		13477 13476 2743731 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		28742		Cyprinodon rubrofluviatilis		28742 28741 136838 136836 8076 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		283373		Cypselurus hiraii		283373 123222 76072 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		39293		Cystophora cristata		39293 39181 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8707		Daboia russelii		8707 42188 8690 8689 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		38616		Dactylopsila trivirgata		38616 38615 9331 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75939		Dallia pectoralis		75939 75938 30950 8007 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		143336		Danacetichthys galathenus		143336 143335 88666 8277 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7955		Danio rerio		7955 7954 2743711 2743709 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		6669		Daphnia pulex		6669 6668 77658 116561 6665 84337 116557 6658 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		9361		Dasypus novemcinctus		9361 9360 9359 948951 9348 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9280		Dasyurus hallucatus		9280 9278 9277 38608 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		31869		Daubentonia madagascariensis		31869 13038 30613 376916 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		318828		Davidius lunatus		318828 257044 107808 6962 2510002 6961 33339 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		36307		Deinagkistrodon acutus		36307 42170 8710 8689 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		103584		Delphinus capensis		103584 9727 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		60182		Dendrocygna javanica		60182 8870 2068717 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		42325		Dendrohyrax dorsalis		42325 42324 9811 9810 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		299321		Denticeps clupeoides		299321 299320 299319 1489459 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		441219		Deracantha onos		441219 441218 323637 62784 70905 2018325 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		391192		Derichthys serpentinus		391192 391191 118158 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		115427		Dermatobia hominis		115427 115426 54283 7387 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		52108		Desmognathus wrighti		52108 43045 269181 8332 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		40085		Diatraea saccharalis		40085 40084 40081 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		89632		Dicerorhinus sumatrensis		89632 89631 9803 9787 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9805		Diceros bicornis		9805 9804 9803 9787 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9267		Didelphis virginiana		9267 9266 126287 9265 38605 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		147464		Dinornis giganteus		147464 8817 8816 8808 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181406		Diplacanthopoma brachysoma		181406 181405 181402 181401 181400 94929 1489873 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		94420		Diplometopon zarudnyi		94420 94419 94418 52185 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		91975		Diplophos taenia		91975 91974 1489802 48438 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		97956		Discoglossus galganoi		97956 8350 1431192 8343 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		386609		Discosoma sp. CASIZ 168915		386609 2625894 86599 86598 44295 6102 6101 6073 6072 33208 33154 2759 131567 
1		386610		Discosoma sp. CASIZ 168916		386610 2625894 86599 86598 44295 6102 6101 6073 6072 33208 33154 2759 131567 
1		70541		Distoechodon tumirostris		70541 70102 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		38614		Distoechurus pennatus		38614 38613 38612 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		560959		Ditaxis biseriata		560959 560958 34746 2029065 7516 85817 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		83878		Ditrema temminckii		83878 83877 50791 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		223795		Doederleinia berycoides		223795 223794 107764 1489939 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		159310		Dogania subplana		159310 159309 34907 1579275 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		336262		Dorosoma cepedianum		336262 224712 316161 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		224713		Dorosoma petenense		224713 224712 316161 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		346249		Dosidicus gigas		346249 346248 6626 34542 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		8790		Dromaius novaehollandiae		8790 8789 8788 8784 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		47316		Drosophila littoralis		47316 32335 32281 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7226		Drosophila mauritiana		7226 32351 32346 32341 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7227		Drosophila melanogaster		7227 32351 32346 32341 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7238		Drosophila sechellia		7238 32351 32346 32341 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7240		Drosophila simulans		7240 32351 32346 32341 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7245		Drosophila yakuba		7245 32351 32346 32341 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		51359		Dryocopus pileatus		51359 51358 9220 9219 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29137		Dugong dugon		29137 29136 29135 9774 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		519352		Echinococcus canadensis		519352 2212970 6209 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6211		Echinococcus multilocularis		6211 6209 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6212		Echinococcus oligarthrus		6212 6209 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		260967		Echinococcus shiquicus		260967 6209 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		9371		Echinops telfairi		9371 9370 176113 9369 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		162630		Echinosorex gymnura		162630 162629 9366 9363 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		164528		Echymipera rufescens australis		164528 65611 42732 38627 38611 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		458493		Ectyoplasia ferox		458493 458492 484398 261678 1779152 1779146 6042 6040 33208 33154 2759 131567 
1		458089		Egretta eulophotes		458089 56073 8899 9205 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		480914		Eigenmannia sp. CBM-ZF-10620		480914 2684938 36703 30769 1489621 8002 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		648042		Oreocryptophis porphyraceus		341696 341695 169863 8578 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		109298		Elaphodus cephalophus		109298 109297 34877 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		71679		Elassoma zonatum		71679 71673 71672 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		86232		Eleotris acanthopoma		86232 86231 497705 86197 1489880 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		213657		Elephantulus sp. VB001		213657 2642962 28736 28735 28734 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9783		Elephas maximus		9783 9782 9780 9779 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		54905		Elops hawaiensis		54905 7927 7926 7925 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7928		Elops saurus		7928 7927 7926 7925 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		147466		Emeus crassus		147466 147465 8809 8808 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181464		Emmelichthys struhsakeri		181464 181463 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		184585		Engraulis encrasicolus		184585 42891 365067 43062 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		42892		Engraulis japonicus		42892 42891 365067 43062 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34882		Enhydra lutris		34882 34881 169417 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		575841		Enithares tibialis		575841 575840 280213 50616 33352 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		215367		Enoplosus armatus		215367 215366 215365 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		577681		Eothenomys chinensis		577681 82462 39087 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		515277		Ephemera orientalis		515277 50582 50581 185816 185812 30073 33339 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6052		Ephydatia muelleri		6052 6051 6050 1779161 1779146 6042 6040 33208 33154 2759 131567 
